Symbol	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
1	OR4F5	0	NA	NA	NA	NA	NA
2	SAMD11	0.260426347453647	1.71143381149226	3.52673994171747	0.485273606723272	0.627482275004181	NA
3	NOC2L	438.19757603219	-0.52933736746608	0.478970959351381	-1.10515545281264	0.269092235789234	0.671830991526443
4	KLHL17	11.7801782331353	3.02986726598055	1.17738702577427	2.57338258334218	0.0100709812590296	0.110910741994604
5	PLEKHN1	11.4030410141121	1.1524612919529	1.72579216809347	0.667786836248104	0.504269670524272	0.831249350872335
6	PERM1	6.30039466142708	-1.48059236060396	1.64672766539103	-0.899111851778101	0.368593085865808	0.752360571064322
7	HES4	0	NA	NA	NA	NA	NA
8	ISG15	1156.71838296937	1.11426586324733	0.65075595823968	1.71226378973381	0.0868480665343651	0.403322015942141
9	AGRN	1.9929451932103	0.126217107084527	3.14113790152337	0.0401819694141142	0.96794805234308	NA
10	RNF223	0	NA	NA	NA	NA	NA
11	C1orf159	58.8586663551394	0.332188205150803	1.48715385576078	0.223371780844334	0.823246165127097	0.954198006909043
12	TTLL10	0	NA	NA	NA	NA	NA
13	TNFRSF18	14.6657132308287	2.39115149058759	1.69808549393309	1.40814552572923	0.159087982744227	0.528059465225401
14	TNFRSF4	43.351695125085	2.34131469687037	1.61036112225091	1.45390662039689	0.145972197091469	0.509410567478377
15	SDF4	51.20946643429	1.32810560601087	0.486600410009841	2.72935570683964	0.00634582134442103	0.0819514002698957
16	B3GALT6	89.774599100563	1.22341291825359	0.590519812550953	2.0717559212258	0.0382882092975985	0.25680712259134
17	C1QTNF12	0.232661581058271	-1.22602757457379	3.52868353770742	-0.347446168371997	0.728256153719883	NA
18	UBE2J2	118.145445688603	0.444890808605359	0.500488237761509	0.888913614823766	0.374049507799943	0.754292975243024
19	SCNN1D	2.37372130440684	2.08777283064294	2.46238330338444	0.847866710180086	0.396512205975384	NA
20	ACAP3	10.2481451646963	-0.601450106600208	0.991717337834471	-0.606473320224031	0.54420049362508	0.849531264927141
21	PUSL1	38.4099281099919	-1.09658329753892	0.756297690361032	-1.44993606553981	0.14707634888172	0.511711884750006
22	INTS11	765.613616155139	-0.252615112749629	0.379205052630818	-0.6661702184532	0.505302306357493	0.831249350872335
23	CPTP	29.0835141704914	-0.260152517792296	0.886068460601521	-0.293603180069954	0.769061145489527	0.937972578173108
24	TAS1R3	1.94195063880385	-1.15171007307423	3.32295138970423	-0.346592513102258	0.728897471349433	NA
25	DVL1	8.82375945736972	0.163290401234802	1.23762007153611	0.131939037666163	0.895032510928731	0.972641876289121
26	MXRA8	1.18453456851968	-1.71050969296331	3.41097732023699	-0.501472021761923	0.616038963523331	NA
27	AURKAIP1	644.992722575161	-0.483799100355292	0.743019284763498	-0.651125899793145	0.514965218794923	0.836675845907619
28	CCNL2	843.922426071291	0.17094815762587	0.267607350538467	0.638802175208924	0.522951633045108	0.841061338162047
29	MRPL20	1768.38459364893	0.322895112174916	0.137800546896581	2.34320631845712	0.0191188073493846	0.170612867078265
30	ANKRD65	0.242935113097449	-1.26549667154761	3.52582744867791	-0.358921895631091	0.719653519198384	NA
31	TMEM88B	0	NA	NA	NA	NA	NA
32	VWA1	0.78127904236094	3.25119475179529	3.43528569838163	0.946411750652047	0.343938614304495	NA
33	ATAD3C	6.14286001979921	-0.580857807978894	2.11452004993866	-0.274699598140838	0.783547039925597	0.943050320313352
34	ATAD3B	65.3860279029141	-0.455625151200298	0.749275295133699	-0.608087780498618	0.543129256201516	0.84952554190246
35	ATAD3A	36.7629092419648	-0.540030727887363	0.819795919845334	-0.658738003952553	0.510064024197769	0.834452472808552
36	TMEM240	0	NA	NA	NA	NA	NA
37	SSU72	1512.47320805351	0.0640596367318679	0.198120621117822	0.323336543013217	0.746440381715112	0.931705434149574
