Full_CD8_V7_1	Full_CD8_V7_2	Full_CD8_V7_3	Full_CD8_V7_4	fulldel_CD8_V7_1	fulldel_CD8_V7_2	fulldel_CD8_V7_3	fulldel_CD8_V7_4
OR4F5	0	0	0	0	0	0	0	0
SAMD11	0	0	0	0	0	0	0	0
NOC2L	3.03509066698751	40.5006528926009	345.871804793794	785.163279246081	638.24097007644	709.098010613809	458.747463198908	198.175905018163
KLHL17	0	7.26934795508221	7.16832756049315	30.9816401055387	0	7.53357780200594	0.772302126597488	1.84349679086663
PLEKHN1	0	0	0	0	6.85359430954566	19.7756417302656	0.772302126597488	0
PERM1	0	0	0	2.65556915190332	15.4205871964777	9.41697225250742	10.8122297723648	0
HES4	0	0	0	0	0	0	0	0
ISG15	7.58772666746878	9.34630451367712	318.094535496883	3682.3892239726	836.995205053264	1038.69203945157	870.384496675369	72.818123239232
AGRN	0	0	0	2.65556915190332	0	6.59188057675519	0.772302126597488	0
RNF223	0	0	0	0	0	0	0	0
C1orf159	1.51754533349376	1.03847827929746	0.896040945061643	136.31921646437	47.1184608781264	24.4841278565193	128.202153015183	0
TTLL10	0	0	0	0	0	0	0	0
TNFRSF18	0	1.03847827929746	2.68812283518493	28.3260709536354	2.57009786607962	0	2.31690637979246	13.8262259314997
TNFRSF4	1.51754533349376	2.07695655859492	1.79208189012329	138.974785616274	22.2741815060234	0	32.4366893170945	0
SDF4	21.2456346689126	14.5386959101644	51.0743338685137	82.3226437090028	41.121565857274	24.4841278565193	25.4859701777171	22.1219614903996
B3GALT6	57.6667226727627	89.3091320195814	60.0347433191301	95.6004894685194	15.4205871964777	43.3180723615341	57.9226594948116	94.9400847296316
C1QTNF12	0	0	0	0	0.856699288693207	0.941697225250742	0	0
UBE2J2	25.7982706693939	17.6541307480568	73.4753574950548	157.563769679597	113.084306107503	121.478942057346	111.211506230038	41.4786777944992
SCNN1D	0	0	0	0	1.71339857738641	0	0	1.84349679086663
ACAP3	0	4.15391311718983	18.8168598462945	19.4741737806243	15.4205871964777	17.8922472797641	11.5845318989623	2.76524518629995
PUSL1	0	0	19.7129007913562	51.3410036034641	57.3988523424449	45.2014668120356	88.8147445587111	10.1392323497665
INTS11	25.7982706693939	6.23086967578475	334.223272507993	1298.57331528072	979.207286976336	1027.39167274856	870.384496675369	345.655648287494
CPTP	3.03509066698751	1.03847827929746	0.896040945061643	1.77037943460221	40.2648665685808	19.7756417302656	56.3780552416166	5.5304903725999
TAS1R3	0	0	0	0	10.2803914643185	0	0	0
DVL1	0	4.15391311718983	3.58416378024657	17.7037943460221	5.99689502085245	0.941697225250742	23.1690637979246	1.84349679086663
MXRA8	0	0	0	0	0	4.70848612625371	2.31690637979246	0
AURKAIP1	6.07018133397503	10.3847827929746	102.148667737027	1142.77992503573	902.104350993947	749.590991299591	1157.68088776963	87.5660975661651
CCNL2	97.1229013436004	181.733698877055	822.565587566589	727.625947621509	659.65845229377	825.868466544901	1010.17118158951	588.075476286456
MRPL20	468.921508049571	433.04544246704	2287.59253274238	2165.1740485185	1452.10529433499	1536.84987160921	1553.87187871415	1583.56374335444
ANKRD65	0	0	0	0	0	1.88339445050148	0	0
TMEM88B	0	0	0	0	0	0	0	0
VWA1	0	0	0	0	0	0	0	0
ATAD3C	1.51754533349376	0	1.79208189012329	3.54075886920442	2.57009786607962	20.7173389555163	0	5.5304903725999
ATAD3B	1.51754533349376	2.07695655859492	14.3366551209863	155.793390244995	63.3957473632974	119.595547606844	101.171578584271	7.37398716346653
ATAD3A	1.51754533349376	6.23086967578475	34.0495559123424	84.9782128609062	52.2586566102857	33.9011001090267	74.9133062799563	6.45223876803322
TMEM240	0	0	0	2.65556915190332	0	0	0	0
SSU72	364.210880038502	556.624357703438	841.382447412883	1229.52851733124	1453.81869291237	1550.03363276272	1619.51755947493	1123.61129403321
FNDC10	0	0	1.79208189012329	0	7.71029359823887	11.3003667030089	3.08920850638995	0
MIB2	3.03509066698751	0	0	11.5074663249144	4.28349644346604	11.3003667030089	28.575178684107	0
MMP23B	0	0	0	0	0	0	0	0
CDK11B	128.991353346969	60.2317401992526	98.5645039567808	601.929007764752	454.907322296093	510.399896085902	386.923365425341	86.6443491707318
SLC35E2B	125.956262679982	32.1928266582212	98.5645039567808	160.2193388315	386.371379200637	336.185909414515	330.545310183725	180.66268550493
CDK11A	10.6228173344563	13.500217630867	25.9851874067877	11.5074663249144	11.1370907530117	7.53357780200594	6.95071913937739	15.6697227223664
NADK	7.58772666746878	28.0389135410314	97.6684630117191	151.367441658489	136.21518690222	56.5018335150445	109.666901976843	53.4614069351324
GNB1	3535.88062704045	2435.23156495254	2535.79587452445	2061.60685159428	2046.65460068807	1765.68229734514	1943.11215051928	2761.55819271822
CALML6	0	0	0	0	0	0	0	0
TMEM52	0	0	3.58416378024657	0	0	0	0	0
CFAP74	0	0	0	0	0	0	0	0
GABRD	0	0	0	0	0	0	0.772302126597488	0
